Dt(hr),Pwf(psi),Pi(psi),DP(psi),Dp',Qo(bbl/d),Bo(bbl/STB),viscosity oil(cp),porosity,Ct(psi^-1),Co(bbl/psi),h(ft),rw(ft),re(ft),S,k(md),Cs(RB/psi),Doi
0.01,3957.78,4000,42.22,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.78,4000,42.22,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.78,4000,42.22,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.78,4000,42.22,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.78,4000,42.22,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.78,4000,42.22,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.78,4000,42.22,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.56,4000,42.44,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.34,4000,42.66,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.12,4000,42.88,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3957.12,4000,42.88,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.9,4000,43.1,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.9,4000,43.1,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.68,4000,43.32,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.68,4000,43.32,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.68,4000,43.32,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.46,4000,43.54,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.24,4000,43.76,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.24,4000,43.76,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.24,4000,43.76,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.01,4000,43.99,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.01,4000,43.99,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.01,3956.01,4000,43.99,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3956.01,4000,43.99,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3956.01,4000,43.99,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3956.01,4000,43.99,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.79,4000,44.21,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.56,4000,44.44,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.56,4000,44.44,3.6,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.56,4000,44.44,3.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.33,4000,44.67,3.55,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.33,4000,44.67,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.33,4000,44.67,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.1,4000,44.9,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.1,4000,44.9,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3955.1,4000,44.9,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.87,4000,45.13,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.87,4000,45.13,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.64,4000,45.36,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.64,4000,45.36,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.41,4000,45.59,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.41,4000,45.59,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.41,4000,45.59,3.49,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.41,4000,45.59,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.41,4000,45.59,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.41,4000,45.59,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.17,4000,45.83,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3954.17,4000,45.83,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.94,4000,46.06,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.94,4000,46.06,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.94,4000,46.06,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.94,4000,46.06,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.94,4000,46.06,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.94,4000,46.06,3.44,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.7,4000,46.3,3.39,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.7,4000,46.3,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3953.46,4000,46.54,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3952.99,4000,47.01,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.02,3952.99,4000,47.01,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.99,4000,47.01,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.99,4000,47.01,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.99,4000,47.01,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.99,4000,47.01,3.34,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.99,4000,47.01,3.29,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.75,4000,47.25,3.29,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.75,4000,47.25,3.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.75,4000,47.25,3.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.75,4000,47.25,3.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.75,4000,47.25,3.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.75,4000,47.25,3.24,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.75,4000,47.25,3.19,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.5,4000,47.5,3.19,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.26,4000,47.74,3.19,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.26,4000,47.74,3.19,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.01,4000,47.99,3.19,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.01,4000,47.99,3.19,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.01,4000,47.99,3.19,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.01,4000,47.99,3.14,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.01,4000,47.99,3.09,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3952.01,4000,47.99,3.09,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3951.77,4000,48.23,3.09,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3951.77,4000,48.23,3.09,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.03,3951.77,4000,48.23,3.09,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.77,4000,48.23,3.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.52,4000,48.48,3.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.27,4000,48.73,3.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.02,4000,48.98,3.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.27,4000,48.73,3.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.52,4000,48.48,3.04,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.27,4000,48.73,3,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.27,4000,48.73,2.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.27,4000,48.73,2.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3951.02,4000,48.98,2.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.91,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.86,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.86,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.86,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.04,3950.77,4000,49.23,2.86,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.77,4000,49.23,2.82,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.77,4000,49.23,2.73,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.52,4000,49.48,2.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.52,4000,49.48,2.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.52,4000,49.48,2.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.52,4000,49.48,2.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.52,4000,49.48,2.78,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.26,4000,49.74,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.01,4000,49.99,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.01,4000,49.99,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.01,4000,49.99,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.01,4000,49.99,2.61,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.01,4000,49.99,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.05,3950.01,4000,49.99,2.65,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3950.01,4000,49.99,2.65,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.75,4000,50.25,2.65,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.5,4000,50.5,2.57,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.24,4000,50.76,2.57,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.24,4000,50.76,2.61,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.24,4000,50.76,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.24,4000,50.76,2.61,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.24,4000,50.76,2.61,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.06,3949.24,4000,50.76,2.65,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3949.24,4000,50.76,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.98,4000,51.02,2.65,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.98,4000,51.02,2.57,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.98,4000,51.02,2.61,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.71,4000,51.29,2.73,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.71,4000,51.29,2.73,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.45,4000,51.55,2.69,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.71,4000,51.29,2.53,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.71,4000,51.29,2.53,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.07,3948.71,4000,51.29,2.53,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.08,3948.71,4000,51.29,2.57,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.08,3948.71,4000,51.29,2.61,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.08,3948.71,4000,51.29,2.57,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.08,3948.71,4000,51.29,2.38,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.08,3948.71,4000,51.29,2.38,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.08,3948.71,4000,51.29,2.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.08,3948.45,4000,51.55,2.53,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.71,4000,51.29,2.53,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.45,4000,51.55,2.5,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.45,4000,51.55,2.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.45,4000,51.55,2.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.45,4000,51.55,2.46,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.19,4000,51.81,2.42,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.19,4000,51.81,2.38,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.09,3948.19,4000,51.81,2.35,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.1,3948.19,4000,51.81,2.35,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.1,3948.19,4000,51.81,2.38,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.1,3948.19,4000,51.81,2.42,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.1,3947.92,4000,52.08,2.42,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.1,3947.92,4000,52.08,2.42,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.1,3947.92,4000,52.08,2.38,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.1,3947.92,4000,52.08,2.31,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.11,3947.92,4000,52.08,2.28,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.11,3947.92,4000,52.08,2.28,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.11,3947.92,4000,52.08,2.21,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.11,3947.92,4000,52.08,2.28,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.11,3947.65,4000,52.35,2.35,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.11,3947.65,4000,52.35,2.35,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.11,3947.65,4000,52.35,2.28,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.12,3947.65,4000,52.35,2.17,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.12,3947.65,4000,52.35,2.17,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.12,3947.65,4000,52.35,2.17,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.12,3947.92,4000,52.08,2.21,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.12,3947.65,4000,52.35,2.28,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.12,3947.92,4000,52.08,2.28,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.13,3947.38,4000,52.62,2.21,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.13,3947.38,4000,52.62,2.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.13,3947.38,4000,52.62,2.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.13,3947.38,4000,52.62,2.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.13,3947.38,4000,52.62,2.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.14,3947.12,4000,52.88,2.11,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.14,3947.12,4000,52.88,2.08,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.14,3947.12,4000,52.88,2.05,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.14,3946.84,4000,53.16,2.05,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.14,3946.84,4000,53.16,2.05,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.14,3946.84,4000,53.16,2.05,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.15,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.15,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.15,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.15,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.16,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.16,3946.84,4000,53.16,2.01,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.16,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.16,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.16,3946.84,4000,53.16,1.98,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.17,3946.84,4000,53.16,1.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.17,3946.57,4000,53.43,1.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.17,3946.57,4000,53.43,1.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.17,3946.57,4000,53.43,1.95,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.18,3946.57,4000,53.43,1.92,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.18,3946.57,4000,53.43,1.9,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.18,3946.57,4000,53.43,1.9,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.18,3946.57,4000,53.43,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.19,3946.57,4000,53.43,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.19,3946.57,4000,53.43,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.19,3946.57,4000,53.43,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.19,3946.57,4000,53.43,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.2,3946.57,4000,53.43,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.2,3946.57,4000,53.43,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.2,3946.3,4000,53.7,1.87,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.21,3946.02,4000,53.98,1.84,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
0.21,3946.02,4000,53.98,1.81,3170,1.26,0.74,0.25,0.0000037,0.01,137,0.35,100,-2.3,16.05,0.01,
