Dt(hr),Pwf(psi),Pi(psi),DP(psi),Dp',Qo(bbl/d),Bo(bbl/STB),viscosity oil(cp),porosity,Ct(psi^-1),Co(bbl/psi),h(ft),rw(ft),re(ft),S,k(md),Cs(RB/psi),Doi
0,2965.75,3000,34.25,0.14,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.13,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.13,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.13,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2965.75,3000,34.25,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2965.75,3000,34.25,0.11,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2965.75,3000,34.25,0.11,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2965.75,3000,34.25,0.12,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2965.75,3000,34.25,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2965.75,3000,34.25,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2965.75,3000,34.25,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.11,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.11,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2967.87,3000,32.13,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2967.87,3000,32.13,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2967.87,3000,32.13,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2967.87,3000,32.13,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2967.87,3000,32.13,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2967.87,3000,32.13,0.1,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2966.82,3000,33.18,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2968.88,3000,31.12,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.01,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.09,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2967.87,3000,32.13,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
0.02,2968.88,3000,31.12,0.08,69.56,1.05,2.5,0.31,0.00001,0.5,10,0.35,1922.57,0,11000,1000,
